budget,log_budget,runtime,genero_principal,estudio,diretor,ator_principal,mes_estreia,e_sequencia,e_alta_temporada,densidade_investimento,target_sucesso
50000000.0,17.72753358339242,115.0,Action,Summit Entertainment,Mikael Håfström,Sylvester Stallone,10,0,0,434782.60869565216,1
70000000.0,18.064005814299346,99.0,Action,Millennium Films,Renny Harlin,Kellan Lutz,1,0,0,707070.7070707071,0
68000000.0,18.035018277846262,124.0,Thriller,Paramount Pictures,Phil Alden Robinson,Ben Affleck,5,0,0,548387.0967741936,1
68000000.0,18.035018277846262,124.0,Adventure,Summit Entertainment,David Slade,Kristen Stewart,6,0,1,548387.0967741936,1
68000000.0,18.035018277846262,124.0,Action,Paramount Pictures,Frank Oz,Robert De Niro,7,0,1,548387.0967741936,0
69000000.0,18.049617077054286,95.0,Animation,Universal Pictures,Pierre Coffin,Steve Carell,7,0,1,726315.7894736842,1
60000000.0,17.909855136853043,103.0,Action,Columbia Pictures,Joseph Ruben,Wesley Snipes,11,0,0,582524.2718446602,0
68000000.0,18.035018277846262,115.0,Comedy,Universal Pictures,Seth MacFarlane,Mark Wahlberg,6,1,1,591304.3478260869,1
70000000.0,18.064005814299346,127.0,Adventure,Himenóptero,Alejandro Amenábar,Rachel Weisz,5,0,0,551181.1023622047,0
68000000.0,18.035018277846262,121.0,Adventure,Universal Pictures,Kinka Usher,Ben Stiller,8,0,0,561983.4710743802,0
36000000.0,17.399029524198163,105.0,Comedy,New Line Cinema,Bobby Farrelly,Owen Wilson,2,0,0,342857.14285714284,1
90000000.0,18.31532023940565,157.0,Drama,Spyglass Entertainment,Michael Mann,Al Pacino,10,0,0,573248.4076433121,0
80000000.0,18.197537205138154,114.0,Action,Walt Disney Pictures,Craig Gillespie,Chris Pine,1,0,0,701754.3859649122,0
70000000.0,18.064005814299346,128.0,Action,Scott Free Productions,Ridley Scott,Leonardo DiCaprio,10,0,0,546875.0,0
69000000.0,18.049617077054286,114.0,Comedy,Paramount Pictures,Jay Roach,Steve Carell,7,0,1,605263.1578947369,0
69000000.0,18.049617077054286,94.0,Action,Twentieth Century Fox Film Corporation,Timur Bekmambetov,Benjamin Walker,6,0,1,734042.5531914893,0
66000000.0,18.005165315142214,112.0,Romance,Fountainbridge Films,Jon Amiel,Sean Connery,4,0,0,589285.7142857143,1
66000000.0,18.005165315142214,121.0,Mystery,Twentieth Century Fox Film Corporation,Rob Bowman,David Duchovny,6,0,1,545454.5454545454,1
67000000.0,18.020203192280615,102.0,Action,Ingenious Film Partners,Doug Lefler,Colin Firth,4,0,0,656862.7450980392,0
70000000.0,18.064005814299346,169.0,Drama,Paramount Pictures,Steven Spielberg,Tom Hanks,7,0,1,414201.18343195267,1
66000000.0,18.005165315142214,130.0,Action,DreamWorks SKG,Scott Waugh,Aaron Paul,3,0,0,507692.3076923077,1
70000000.0,18.064005814299346,127.0,Comedy,Paramount Pictures,Nancy Meyers,Helen Hunt,12,0,1,551181.1023622047,1
59000000.0,17.893048018819147,81.0,Animation,Twentieth Century Fox Film Corporation,Chris Wedge,Ray Romano,3,0,0,728395.061728395,1
68000000.0,18.035018277846262,136.0,Drama,Village Roadshow Pictures,Lawrence Kasdan,Morgan Freeman,3,0,0,500000.0,0
65000000.0,17.989897843244528,149.0,History,DreamWorks,Steven Spielberg,Daniel Day-Lewis,11,0,0,436241.610738255,1
63000000.0,17.958645300228824,136.0,Action,Village Roadshow Pictures,Lilly Wachowski,Keanu Reeves,3,0,0,463235.29411764705,1
52000000.0,17.76675429577647,140.0,Drama,Imagine Entertainment,Ron Howard,Tom Hanks,6,0,1,371428.5714285714,1
65000000.0,17.989897843244528,104.0,Fantasy,Walt Disney Pictures,Michael Lembeck,Tim Allen,10,1,0,625000.0,1
61000000.0,17.926384438531027,157.0,Drama,Universal Pictures,Tom Hooper,Hugh Jackman,12,0,1,388535.03184713377,1
65000000.0,17.989897843244528,119.0,Comedy,Warner Bros.,Nora Ephron,Tom Hanks,12,0,1,546218.487394958,1
65000000.0,17.989897843244528,98.0,Comedy,Columbia Pictures,Adam McKay,Will Ferrell,7,0,1,663265.306122449,0
95000000.0,18.36938746009113,136.0,Action,Amblin Entertainment,Martin Campbell,Antonio Banderas,7,0,1,698529.4117647059,1
65000000.0,17.989897843244528,95.0,Comedy,Legendary Pictures,Todd Phillips,Robert Downey Jr.,11,0,0,684210.5263157894,1
65000000.0,17.989897843244528,137.0,Drama,Legendary Pictures,Angelina Jolie,Jack O'Connell,12,0,1,474452.5547445255,1
65000000.0,17.989897843244528,130.0,Action,Village Roadshow Pictures,Clint Eastwood,Clint Eastwood,7,0,1,500000.0,0
70000000.0,18.064005814299346,112.0,Action,TriStar Pictures,Renny Harlin,Sylvester Stallone,5,0,0,625000.0,1
50000000.0,17.72753358339242,108.0,Action,Twentieth Century Fox Film Corporation,John Woo,John Travolta,2,0,0,462962.962962963,1
65000000.0,17.989897843244528,104.0,Fantasy,Walt Disney Pictures,Jon Turteltaub,Bruce Willis,7,0,1,625000.0,0
63000000.0,17.958645300228824,128.0,Drama,Paramount Pictures,Oliver Stone,Nicolas Cage,8,0,0,492187.5,1
65000000.0,17.989897843244528,83.0,Comedy,Paramount Pictures,Larry Charles,Sacha Baron Cohen,5,0,0,783132.530120482,1
65000000.0,17.989897843244528,159.0,Mystery,Hobby Films,Stanley Kubrick,Tom Cruise,7,0,1,408805.0314465409,1
65000000.0,17.989897843244528,119.0,Comedy,Columbia Pictures,Will Gluck,Quvenzhané Wallis,12,0,1,546218.487394958,1
50100000.0,17.729531586015174,105.0,Romance,Kramer & Sigman Films,Glenn Ficarra,Will Smith,2,0,0,477142.85714285716,1
65000000.0,17.989897843244528,103.0,Action,Dune Entertainment,McG,Reese Witherspoon,2,0,0,631067.9611650485,1
65000000.0,17.989897843244528,123.0,Science Fiction,New Line Cinema,David S. Goyer,Wesley Snipes,12,0,1,528455.2845528455,0
4200000.0,15.250595321348806,114.0,Action,United Artists,John Milius,Patrick Swayze,8,0,0,36842.10526315789,1
65000000.0,17.989897843244528,95.0,Action,Davis-Films,Paul W.S. Anderson,Milla Jovovich,9,1,0,684210.5263157894,1
45000000.0,17.622173069956816,105.0,Action,Universal Pictures,Paul W.S. Anderson,Jason Statham,8,0,0,428571.4285714286,0
65000000.0,17.989897843244528,120.0,Crime,New Line Cinema,Renny Harlin,Geena Davis,10,0,0,541666.6666666666,0
65000000.0,17.989897843244528,101.0,Family,Columbia Pictures Corporation,Jon Favreau,Jonah Bobo,11,0,0,643564.3564356435,0
63000000.0,17.958645300228824,139.0,Drama,Regency Enterprises,David Fincher,Edward Norton,10,0,0,453237.41007194243,0
65000000.0,17.989897843244528,124.0,Drama,Legendary Pictures,McG,Matthew McConaughey,12,0,1,524193.5483870968,0
65000000.0,17.989897843244528,100.0,Action,TriStar Pictures,Michael Lehmann,Bruce Willis,5,0,0,650000.0,0
65000000.0,17.989897843244528,92.0,Horror,Lakeshore Entertainment,Stuart Beattie,Aaron Eckhart,1,0,0,706521.7391304348,0
50000000.0,17.72753358339242,130.0,Crime,R.P. Productions,Roman Polanski,Barney Clark,9,0,0,384615.3846153846,0
43000000.0,17.57671069691365,97.0,Action,Twentieth Century Fox Film Corporation,Rob Bowman,Jennifer Garner,1,0,0,443298.96907216497,0
65000000.0,17.989897843244528,102.0,Crime,Miramax Films,Robert Rodriguez,Mickey Rourke,8,0,0,637254.9019607843,0
64000000.0,17.974393656948944,133.0,Drama,Columbia Pictures,Sydney Pollack,Harrison Ford,10,0,0,481203.007518797,0
55000000.0,17.822843761378564,121.0,Adventure,Universal Pictures,Baltasar Kormákur,Jason Clarke,9,0,0,454545.45454545453,1
50000000.0,17.72753358339242,147.0,Crime,Davis-Films,Tom Tykwer,Ben Whishaw,9,0,0,340136.0544217687,1
63000000.0,17.958645300228824,94.0,Comedy,New Line Cinema,Jay Roach,Mike Myers,7,0,1,670212.7659574468,1
65000000.0,17.989897843244528,94.0,Animation,The Weinstein Company,David Bowers,Nicolas Cage,10,0,0,691489.3617021276,0
63000000.0,17.958645300228824,127.0,Adventure,Universal Pictures,Steven Spielberg,Sam Neill,6,0,1,496062.9921259842,1
63000000.0,17.958645300228824,191.0,Drama,Tig Productions,Lawrence Kasdan,Kevin Costner,6,0,1,329842.9319371728,0
62000000.0,17.9426449591384,141.0,Action,Paramount Pictures,Phillip Noyce,Harrison Ford,8,0,0,439716.3120567376,1
65000000.0,17.989897843244528,127.0,Action,Shanghai Film Group,Daniel Lee,Jackie Chan,2,0,0,511811.0236220473,0
64000000.0,17.974393656948944,98.0,Comedy,Revolution Studios,Keenen Ivory Wayans,Marlon Wayans,8,0,0,653061.224489796,0
62000000.0,17.9426449591384,116.0,Action,Universal Pictures,Jonathan Mostow,Matthew McConaughey,4,0,0,534482.7586206896,1
62000000.0,17.9426449591384,106.0,Comedy,Columbia Pictures,Rob Reiner,Michael Douglas,11,0,0,584905.6603773584,0
62000000.0,17.9426449591384,87.0,Comedy,Paramount Pictures,Marco Schnabel,Mike Myers,6,0,1,712643.6781609196,0
62000000.0,17.9426449591384,125.0,Action,Franchise Pictures,Demian Lichtenstein,Kurt Russell,2,0,0,496000.0,0
44000000.0,17.599700214609808,167.0,Crime,Double Feature Films,Quentin Tarantino,Samuel L. Jackson,12,0,1,263473.0538922156,1
63000000.0,17.958645300228824,95.0,Animation,Universal Pictures,Tim Hill,Russell Brand,3,0,0,663157.8947368421,1
65000000.0,17.989897843244528,117.0,Action,Virtual Studios,Zack Snyder,Gerard Butler,12,0,1,555555.5555555555,1
80000000.0,18.197537205138154,115.0,Comedy,DreamWorks SKG,Jay Roach,Ben Stiller,12,0,1,695652.1739130435,1
60000000.0,17.909855136853043,115.0,Comedy,Sunswept Entertainment,David Frankel,Owen Wilson,12,0,1,521739.1304347826,1
60000000.0,17.909855136853043,189.0,Fantasy,Castle Rock Entertainment,Frank Darabont,Tom Hanks,12,0,1,317460.31746031746,1
150000000.0,18.826145858727198,81.0,Animation,Walt Disney Pictures,Mark Dindal,Zach Braff,11,0,0,1851851.851851852,1
61000000.0,17.926384438531027,145.0,Mystery,Twentieth Century Fox Film Corporation,David Fincher,Ben Affleck,10,0,0,420689.6551724138,1
60000000.0,17.909855136853043,119.0,Action,Universal Pictures,Doug Liman,Matt Damon,6,0,1,504201.6806722689,1
58000000.0,17.87595358575207,130.0,Adventure,United Artists,Martin Campbell,Pierce Brosnan,11,0,0,446153.8461538461,1
60000000.0,17.909855136853043,116.0,Crime,Paramount Pictures,Simon West,John Travolta,6,0,1,517241.3793103448,1
60000000.0,17.909855136853043,103.0,Comedy,Paramount Pictures,Peter Weir,Jim Carrey,6,0,1,582524.2718446602,1
70000000.0,18.064005814299346,99.0,Adventure,DreamWorks SKG,Simon Wells,Val Kilmer,12,0,1,707070.7070707071,1
60000000.0,17.909855136853043,92.0,Comedy,Columbia Pictures,Steve Carr,Eddie Murphy,5,0,0,652173.9130434783,1
61000000.0,17.926384438531027,109.0,Action,Universal Studios,Baltasar Kormákur,Denzel Washington,8,1,0,559633.0275229358,1
60000000.0,17.909855136853043,87.0,Comedy,Village Roadshow Pictures,Lawrence Guterman,Jeff Goldblum,7,0,1,689655.1724137932,0
60000000.0,17.909855136853043,110.0,Action,De Line Pictures,F. Gary Gray,Mark Wahlberg,5,0,0,545454.5454545454,1
60000000.0,17.909855136853043,101.0,Romance,Village Roadshow Pictures,Marc Lawrence,Sandra Bullock,12,0,1,594059.405940594,0
60000000.0,17.909855136853043,83.0,Adventure,DreamWorks SKG,Eric Darnell,Woody Allen,10,0,0,722891.5662650602,1
70000000.0,18.064005814299346,113.0,Comedy,Universal Pictures,Peter Billingsley,Vince Vaughn,9,0,0,619469.0265486726,1
60000000.0,17.909855136853043,107.0,Adventure,Paramount Pictures,Tony Scott,Tom Cruise,6,0,1,560747.6635514018,1
60000000.0,17.909855136853043,94.0,Comedy,Twentieth Century Fox Film Corporation,Adam Shankman,Steve Martin,12,1,1,638297.8723404255,1
61000000.0,17.926384438531027,132.0,Action,Gotham Group,Wes Ball,Dylan O'Brien,9,0,0,462121.2121212121,1
60000000.0,17.909855136853043,133.0,Drama,Columbia Pictures,Ryan Murphy,Julia Roberts,8,0,0,451127.8195488722,1
58000000.0,17.87595358575207,111.0,Action,DC Comics,Robert Schwentke,Bruce Willis,10,0,0,522522.52252252254,0
55000000.0,17.822843761378564,163.0,Drama,Donners' Company,Oliver Stone,Al Pacino,12,0,1,337423.3128834356,0
60000000.0,17.909855136853043,170.0,Drama,Wildwood Enterprises,Robert Redford,Robert Redford,5,0,0,352941.17647058825,1
65000000.0,17.989897843244528,120.0,Drama,Paramount Pictures,Michael Mann,Tom Cruise,8,0,0,541666.6666666666,1
60000000.0,17.909855136853043,92.0,Action,Universal Pictures,Chuck Russell,Dwayne Johnson,4,0,0,652173.9130434783,1
60000000.0,17.909855136853043,115.0,Drama,Casey Silver Productions,Jay Russell,Joaquin Phoenix,10,0,0,521739.1304347826,0
60000000.0,17.909855136853043,130.0,Crime,Paramount Pictures,Christopher McQuarrie,Tom Cruise,12,0,1,461538.46153846156,1
60000000.0,17.909855136853043,105.0,Action,Village Roadshow Pictures,Renny Harlin,Thomas Jane,7,0,1,571428.5714285715,0
60000000.0,17.909855136853043,106.0,Drama,Double Feature Films,Steven Soderbergh,Matt Damon,9,0,0,566037.7358490566,1
60000000.0,17.909855136853043,100.0,Animation,Focus Features,Henry Selick,Dakota Fanning,2,0,0,600000.0,1
60000000.0,17.909855136853043,91.0,Thriller,Spyglass Entertainment,M. Night Shyamalan,Mark Wahlberg,6,0,1,659340.6593406594,1
70000000.0,18.064005814299346,146.0,Action,Regency Enterprises,Tony Scott,Denzel Washington,4,0,0,479452.05479452055,0
50000000.0,17.72753358339242,98.0,Comedy,Walt Disney Pictures,Brian Robbins,Tim Allen,3,0,0,510204.0816326531,0
60000000.0,17.909855136853043,101.0,Comedy,Weed Road Pictures,Todd Phillips,Ben Stiller,3,0,0,594059.405940594,1
60000000.0,17.909855136853043,89.0,Family,Twentieth Century Fox Film Corporation,Brian Levant,Arnold Schwarzenegger,11,0,0,674157.3033707865,1
66000000.0,18.005165315142214,122.0,Fantasy,Revolution Studios,Guillermo del Toro,Ron Perlman,4,0,0,540983.606557377,0
70000000.0,18.064005814299346,115.0,Drama,Paramount Pictures,Steven Zaillian,John Travolta,3,0,0,608695.6521739131,0
60000000.0,17.909855136853043,90.0,Family,Focus Features,Sam Fell,Kodi Smit-McPhee,8,0,0,666666.6666666666,0
60000000.0,17.909855136853043,124.0,Action,Universal Pictures,Michael Caton-Jones,Bruce Willis,11,0,0,483870.96774193546,1
60000000.0,17.909855136853043,119.0,Action,Paramount Pictures,John Woo,Ben Affleck,12,0,1,504201.6806722689,0
60000000.0,17.909855136853043,93.0,Adventure,Larger Than Life Productions,Robert Stevenhagen,Matthew Broderick,12,0,1,645161.2903225806,0
60000000.0,17.909855136853043,100.0,Action,Regency Enterprises,Geoff Murphy,Steven Seagal,7,1,1,600000.0,0
60000000.0,17.909855136853043,105.0,Action,Paramount Pictures,Kenneth Branagh,Chris Pine,1,0,0,571428.5714285715,0
60000000.0,17.909855136853043,124.0,Drama,Fox 2000 Pictures,David O. Russell,Jennifer Lawrence,12,0,1,483870.96774193546,0
60000000.0,17.909855136853043,99.0,Action,Millennium Films,Babak Najafi,Gerard Butler,3,0,0,606060.6060606061,1
70000000.0,18.064005814299346,109.0,Science Fiction,Twentieth Century Fox Film Corporation,Jean-Pierre Jeunet,Sigourney Weaver,11,1,0,642201.8348623853,1
61000000.0,17.926384438531027,124.0,Action,Paramount Pictures,Antoine Fuqua,Mark Wahlberg,3,0,0,491935.48387096776,0
60000000.0,17.909855136853043,97.0,Animation,Laika Entertainment,Anthony Stacchi,Ben Kingsley,9,0,0,618556.7010309278,0
75000000.0,18.132998684833918,104.0,Drama,Village Roadshow Pictures,Griffin Dunne,Sandra Bullock,10,0,0,721153.8461538461,0
60000000.0,17.909855136853043,100.0,Adventure,Village Roadshow Pictures,Phil Lord,Chris Pratt,2,0,0,600000.0,1
60000000.0,17.909855136853043,101.0,Adventure,The Zanuck Company,Rob Bowman,Christian Bale,7,0,1,594059.405940594,0
60000000.0,17.909855136853043,113.0,Crime,Village Roadshow Pictures,Ruben Fleischer,Josh Brolin,1,0,0,530973.4513274336,0
60000000.0,17.909855136853043,97.0,Comedy,Columbia Pictures,Harold Ramis,Jack Black,6,0,1,618556.7010309278,0
60000000.0,17.909855136853043,134.0,Drama,Spyglass Entertainment,Clint Eastwood,Morgan Freeman,12,0,1,447761.19402985077,1
60000000.0,17.909855136853043,127.0,Action,Universal Pictures,Kevin Macdonald,Russell Crowe,4,0,0,472440.94488188974,0
78146652.0,18.174097786019544,125.0,Romance,Universal Pictures,Tony Gilroy,Clive Owen,3,0,0,625173.216,0
65000000.0,17.989897843244528,94.0,Comedy,Walt Disney Pictures,Donald Petrie,Jeff Daniels,2,0,0,691489.3617021276,0
60000000.0,17.909855136853043,108.0,Action,Twentieth Century Fox Film Corporation,Clark Johnson,Michael Douglas,4,0,0,555555.5555555555,0
70000000.0,18.064005814299346,91.0,Science Fiction,TriStar Pictures,Jorge Blanco,Dwayne Johnson,11,0,0,769230.7692307692,0
60000000.0,17.909855136853043,117.0,Science Fiction,Paramount Pictures,Stuart Baird,Patrick Stewart,12,0,1,512820.5128205128,0
60000000.0,17.909855136853043,100.0,Crime,Imagine Entertainment,Joel Coen,George Clooney,9,0,0,600000.0,0
80000000.0,18.197537205138154,117.0,Crime,Icon Productions,Martin Campbell,Mel Gibson,1,0,0,683760.6837606838,0
60000000.0,17.909855136853043,110.0,Horror,Paramount Pictures,Peter Hyams,Penelope Ann Miller,1,0,0,545454.5454545454,0
60000000.0,17.909855136853043,96.0,Comedy,Village Roadshow Pictures,Harold Ramis,Robert De Niro,12,0,1,625000.0,0
60000000.0,17.909855136853043,101.0,Action,Grosvenor Park Media Ltd.,Jon Avnet,Robert De Niro,9,0,0,594059.405940594,0
60000000.0,17.909855136853043,109.0,Drama,DreamWorks,Joe Wright,Robert Downey Jr.,4,0,0,550458.7155963302,0
80000000.0,18.197537205138154,126.0,Fantasy,DreamWorks SKG,Robert Redford,Matt Damon,11,0,0,634920.6349206349,0
60000000.0,17.909855136853043,122.0,Drama,Columbia Pictures,Cameron Crowe,Kate Hudson,9,0,0,491803.2786885246,0
60000000.0,17.909855136853043,101.0,Action,Original Film,Lee Tamahori,Ice Cube,4,0,0,594059.405940594,0
60000000.0,17.909855136853043,87.0,Action,Screen Gems,Scott Stewart,Paul Bettany,5,0,0,689655.1724137932,0
60000000.0,17.909855136853043,86.0,Family,DreamWorks Animation,Tim Johnson,Brad Pitt,7,0,1,697674.4186046511,0
60000000.0,17.909855136853043,96.0,Horror,Paramount Pictures,Paul W.S. Anderson,Laurence Fishburne,8,0,0,625000.0,0
60000000.0,17.909855136853043,104.0,Drama,Universal Pictures,Tom Shadyac,Kevin Costner,2,0,0,576923.0769230769,0
50000000.0,17.72753358339242,121.0,Drama,Universal Pictures,Brian De Palma,Josh Hartnett,9,0,0,413223.14049586776,0
60000000.0,17.909855136853043,140.0,Action,Ingenious Film Partners,Tony Bill,James Franco,9,0,0,428571.4285714286,0
72000000.0,18.09217669086922,131.0,Action,DreamWorks SKG,Rod Lurie,Robert Redford,10,0,0,549618.320610687,0
90000000.0,18.31532023940565,91.0,Horror,United Artists,Walter Hill,James Spader,1,0,0,989010.989010989,0
60000000.0,17.909855136853043,118.0,Drama,Village Roadshow Pictures,Akiva Goldsman,Colin Farrell,2,0,0,508474.57627118647,0
60000000.0,17.909855136853043,130.0,Action,Constantin Film Produktion,Harald Zwart,Lily Collins,8,0,0,461538.46153846156,0
60000000.0,17.909855136853043,90.0,Comedy,Twentieth Century Fox Film Corporation,Brian Robbins,Eddie Murphy,7,0,1,666666.6666666666,0
30000000.0,17.216707972959764,105.0,Drama,Vertigo Entertainment,Walter Salles,Jennifer Connelly,6,0,1,285714.28571428574,0
60000000.0,17.909855136853043,106.0,Adventure,New Line Cinema,Iain Softley,Brendan Fraser,12,0,1,566037.7358490566,0
60000000.0,17.909855136853043,103.0,Action,DC Comics,Frank Miller,Gabriel Macht,12,0,1,582524.2718446602,0
60000000.0,17.909855136853043,106.0,Comedy,Lionsgate,David Koepp,Johnny Depp,1,0,0,566037.7358490566,0
68490000.0,18.04219832177476,120.0,Action,Filmko Pictures,Soi Cheang,Aaron Kwok,1,1,0,570750.0,1
80000000.0,18.197537205138154,132.0,Action,Lawrence Bender Productions,John Dahl,Benjamin Bratt,8,0,0,606060.6060606061,0
58000000.0,17.87595358575207,108.0,Action,Twentieth Century Fox Film Corporation,Tim Miller,Ryan Reynolds,2,0,0,537037.0370370371,1
58800000.0,17.889652429875657,133.0,War,Village Roadshow Pictures,Clint Eastwood,Bradley Cooper,12,0,1,442105.2631578947,1
58000000.0,17.87595358575207,103.0,Adventure,Columbia Pictures,Rob Letterman,Jack Black,8,0,0,563106.7961165048,1
58000000.0,17.87595358575207,95.0,Comedy,DreamWorks SKG,Mark Waters,Reese Witherspoon,9,0,0,610526.3157894737,0
83000000.0,18.234351177809064,90.0,Science Fiction,Universal Pictures,Brian Levant,Mark Addy,4,0,0,922222.2222222222,0
63000000.0,17.958645300228824,102.0,Action,TriStar Pictures,Peter MacDonald,Sylvester Stallone,5,0,0,617647.0588235294,1
58000000.0,17.87595358575207,114.0,Comedy,Universal Pictures,George Clooney,George Clooney,3,0,0,508771.9298245614,0
58000000.0,17.87595358575207,103.0,Comedy,Columbia Pictures,Marc Lawrence,Hugh Grant,12,0,1,563106.7961165048,0
58000000.0,17.87595358575207,119.0,Comedy,Twentieth Century Fox Film Corporation,Shawn Levy,Owen Wilson,6,0,1,487394.9579831933,0
60000000.0,17.909855136853043,97.0,Action,Impact Pictures,Paul W.S. Anderson,Milla Jovovich,9,0,0,618556.7010309278,1
58000000.0,17.87595358575207,125.0,Drama,Lucasfilm,Anthony Hemingway,Bryan Cranston,1,0,0,464000.0,0
57000000.0,17.858561843342684,144.0,Drama,Regency Enterprises,Taylor Hackford,Keanu Reeves,10,0,0,395833.3333333333,1
70000000.0,18.064005814299346,116.0,Comedy,Columbia Pictures,Sean Anders,Adam Sandler,6,0,1,603448.275862069,0
57000000.0,17.858561843342684,103.0,Fantasy,Universal Pictures,Rob Cohen,Dennis Quaid,5,0,0,553398.0582524271,1
60000000.0,17.909855136853043,97.0,Action,New Line Cinema,Brett Ratner,Pierce Brosnan,11,0,0,618556.7010309278,0
57000000.0,17.858561843342684,95.0,Action,Columbia Pictures,Brian Taylor,Nicolas Cage,12,0,1,600000.0,1
57000000.0,17.858561843342684,131.0,Drama,Miramax Films,John Madden,Nicolas Cage,8,0,0,435114.5038167939,0
56000000.0,17.840862266556567,95.0,Action,Walt Disney Pictures,Adam Shankman,Vin Diesel,3,0,0,589473.6842105263,1
56000000.0,17.840862266556567,86.0,Adventure,Metro-Goldwyn-Mayer (MGM),Kevin Bray,Dwayne Johnson,4,0,0,651162.7906976744,0
55000000.0,17.822843761378564,142.0,Comedy,Paramount Pictures,Robert Zemeckis,Tom Hanks,7,0,1,387323.94366197183,1
60000000.0,17.909855136853043,92.0,Comedy,Dune Entertainment,Tim Hill,Jason Lee,12,0,1,652173.9130434783,1
55000000.0,17.822843761378564,108.0,Comedy,DreamWorks SKG,Jay Roach,Ben Stiller,10,0,0,509259.25925925927,1
55000000.0,17.822843761378564,81.0,Adventure,Walt Disney Pictures,Mike Gabriel,Irene Bedard,6,0,1,679012.3456790124,1
55000000.0,17.822843761378564,143.0,Action,Warner Bros.,Richard Donner,Christopher Reeve,12,0,1,384615.3846153846,1
54000000.0,17.804494623047066,95.0,Fantasy,Imagine Entertainment,Tom Shadyac,Eddie Murphy,6,0,1,568421.052631579,1
70000000.0,18.064005814299346,118.0,Comedy,Columbia Pictures Corporation,Andy Tennant,Will Smith,2,0,0,593220.3389830509,1
55000000.0,17.822843761378564,103.0,Comedy,Universal Pictures,Jesse Dylan,Jason Biggs,8,0,0,533980.5825242718,1
55000000.0,17.822843761378564,134.0,Action,Columbia Pictures,Paul Greengrass,Tom Hanks,10,0,0,410447.7611940298,0
55000000.0,17.822843761378564,97.0,Comedy,Twentieth Century Fox Film Corporation,Shawn Levy,Tina Fey,4,0,0,567010.3092783506,1
50000000.0,17.72753358339242,100.0,Fantasy,Universal Pictures,Brad Silberling,Christina Ricci,5,0,0,500000.0,1
55000000.0,17.822843761378564,132.0,Thriller,Columbia Pictures,Antoine Fuqua,Denzel Washington,9,0,0,416666.6666666667,1
55000000.0,17.822843761378564,105.0,Comedy,Red Om Films,Wayne Wang,Jennifer Lopez,12,0,1,523809.5238095238,1
53000000.0,17.78580249038432,116.0,Action,Hollywood Pictures,Tony Scott,Denzel Washington,5,0,0,456896.5517241379,1
55000000.0,17.822843761378564,117.0,Drama,Columbia Pictures Corporation,Gabriele Muccino,Will Smith,12,0,1,470085.47008547006,1
55000000.0,17.822843761378564,98.0,Thriller,Imagine Entertainment,Robert Schwentke,Jodie Foster,9,0,0,561224.4897959183,1
55000000.0,17.822843761378564,123.0,Drama,Warner Bros.,Barry Levinson,Michael Douglas,12,0,1,447154.47154471546,1
55000000.0,17.822843761378564,114.0,Drama,Atlas Entertainment,Brad Silberling,Nicolas Cage,4,0,0,482456.1403508772,1
30000000.0,17.216707972959764,111.0,Action,Miramax Films,Quentin Tarantino,Uma Thurman,10,0,0,270270.2702702703,1
30000000.0,17.216707972959764,136.0,Action,Miramax Films,Quentin Tarantino,Uma Thurman,4,1,0,220588.23529411765,1
55000000.0,17.822843761378564,104.0,Action,Warner Bros.,Andrei Konchalovsky,Sylvester Stallone,12,0,1,528846.1538461539,0
55000000.0,17.822843761378564,104.0,Fantasy,Universal Pictures,Robert Zemeckis,Meryl Streep,7,0,1,528846.1538461539,1
55000000.0,17.822843761378564,110.0,Adventure,Spyglass Entertainment,Tom Dey,Jackie Chan,5,0,0,500000.0,0
55000000.0,17.822843761378564,133.0,Action,Silver Pictures,Stuart Baird,Kurt Russell,3,0,0,413533.83458646614,1
55000000.0,17.822843761378564,94.0,Comedy,Twentieth Century Fox Film Corporation,Mark Waters,Jim Carrey,6,0,1,585106.3829787234,1
55000000.0,17.822843761378564,104.0,Action,Casey Silver Productions,Rob Minkoff,Jackie Chan,4,0,0,528846.1538461539,1
55000000.0,17.822843761378564,91.0,Animation,Reel FX Creative Studios,Jimmy Hayward,Owen Wilson,10,0,0,604395.6043956043,1
50000000.0,17.72753358339242,114.0,Science Fiction,Twentieth Century Fox Film Corporation,David Fincher,Sigourney Weaver,5,1,0,438596.49122807017,1
55000000.0,17.822843761378564,134.0,History,Hollywood Pictures,Alan Parker,Madonna,12,0,1,410447.7611940298,1
55000000.0,17.822843761378564,122.0,Action,United Artists,John Frankenheimer,Robert De Niro,9,0,0,450819.6721311475,0
50000000.0,17.72753358339242,109.0,Adventure,Constellation Films,Stephen Hopkins,Michael Douglas,10,0,0,458715.59633027524,0
55000000.0,17.822843761378564,95.0,Family,The Weinstein Company,Paul King,Nicole Kidman,11,0,0,578947.3684210526,1
68000000.0,18.035018277846262,98.0,Comedy,Ingenious Film Partners,Akiva Schaffer,Ben Stiller,7,0,1,693877.5510204082,0
55000000.0,17.822843761378564,94.0,Drama,Lakeshore Entertainment,William Friedkin,Tommy Lee Jones,3,0,0,585106.3829787234,0
55000000.0,17.822843761378564,118.0,Comedy,Twentieth Century Fox Film Corporation,Bobby Farrelly,Matt Damon,12,0,1,466101.69491525425,0
60000000.0,17.909855136853043,88.0,Animation,Columbia Pictures,Peter Lord,Hugh Grant,3,0,0,681818.1818181818,0
